row,string_id,speaker,source_speaker_key,category,attribution_confidence,attribution_basis,text,raw_text
119,22923535664205826,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,There's a spot near the [C0]back of Greater Marrow[/C0] where the current carries in wreckage from the sea.,LIGHTHOUSE_KEEPER_NAME_KEY: There's a spot near the [C0]back of Greater Marrow[/C0] where the current carries in wreckage from the sea.
120,23200539179290624,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,What is it?,BUILDER_NAME_KEY: What is it?
121,23200539196067840,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,Anything else?,BUILDER_NAME_KEY: Anything else?
122,23200539196067841,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What did you want me to do again?,What did you want me to do again?
123,23200539196067842,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Why do you want to leave?,Why do you want to leave?
124,23200539196067843,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What do you know about the area?,What do you know about the area?
125,23200539200262144,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I'd better get on with it.,I'd better get on with it.
126,23200539200262145,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,"Bring [C0]Two units of Lumber[/C0] and [C0]Two units of Scrap[/C0] to [C0]Steel Point[/C0], which is an island just to the [C0]North[/C0].","BUILDER_NAME_KEY: Bring [C0]Two units of Lumber[/C0] and [C0]Two units of Scrap[/C0] to [C0]Steel Point[/C0], which is an island just to the [C0]North[/C0]."
127,23200539200262146,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,I want to build a place for myself there.,BUILDER_NAME_KEY: I want to build a place for myself there.
128,23200539200262147,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,There are...too many painful memories here - I don't want to be living them any more. It's a bit difficult to talk about - you know how it is.,BUILDER_NAME_KEY: There are...too many painful memories here - I don't want to be living them any more. It's a bit difficult to talk about - you know how it is.
129,23200539200262148,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,It doesn't do you any good to dwell too deeply on the past.,BUILDER_NAME_KEY: It doesn't do you any good to dwell too deeply on the past.
130,23200539200262149,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,"Greater Marrow? Well, it was once a bright and thriving little town, if you can believe it.","BUILDER_NAME_KEY: Greater Marrow? Well, it was once a bright and thriving little town, if you can believe it."
131,23200539200262150,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,There was plenty of work for me and my crew - new houses and shops every other month. We made a fair bit of money out of it too.,BUILDER_NAME_KEY: There was plenty of work for me and my crew - new houses and shops every other month. We made a fair bit of money out of it too.
132,23200539200262151,Builder,BUILDER_NAME_KEY,character speech,explicit,explicit speaker label,"But-- I don't know, I guess the bubble burst or something. I don't know how these things work. People started leaving. My crew left. I stayed.","BUILDER_NAME_KEY: But-- I don't know, I guess the bubble burst or something. I don't know how these things work. People started leaving. My crew left. I stayed."
133,23225168753135616,Dockworker,DOCKWORKER_NAME_KEY,character speech,explicit,explicit speaker label,How's the day treating ya?,DOCKWORKER_NAME_KEY: How's the day treating ya?
134,23225168761524224,Dockworker,DOCKWORKER_NAME_KEY,character speech,explicit,explicit speaker label,What else can I do for ya?,DOCKWORKER_NAME_KEY: What else can I do for ya?
135,23225168761524225,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Do you know of any shipwrecks around here?,Do you know of any shipwrecks around here?
136,23225168761524226,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What do you know about any strange occurrences?,What do you know about any strange occurrences?
137,23225168761524227,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What's it like working on the docks?,What's it like working on the docks?
138,23225168761524228,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I'd better go.,I'd better go.
139,23225168761524229,Dockworker,DOCKWORKER_NAME_KEY,character speech,explicit,explicit speaker label,I know there were a few 'round the Eastern side of the island. Mostly rotted away by now I'd expect. Or dashed apart by the waves.,DOCKWORKER_NAME_KEY: I know there were a few 'round the Eastern side of the island. Mostly rotted away by now I'd expect. Or dashed apart by the waves.
140,23225168761524230,Dockworker,DOCKWORKER_NAME_KEY,character speech,explicit,explicit speaker label,"Poor souls keep hitting rocks in the fog, I guess. There's a blind spot back there where the lighthouse can't be seen. People get turned around.","DOCKWORKER_NAME_KEY: Poor souls keep hitting rocks in the fog, I guess. There's a blind spot back there where the lighthouse can't be seen. People get turned around."
141,23225168761524232,Dockworker,DOCKWORKER_NAME_KEY,character speech,explicit,explicit speaker label,"Supposedly, some twenty-odd years ago, a fisherman from these parts hauled up an old sealed casket from the seafloor.","DOCKWORKER_NAME_KEY: Supposedly, some twenty-odd years ago, a fisherman from these parts hauled up an old sealed casket from the seafloor."
142,23225168761524233,Dockworker,DOCKWORKER_NAME_KEY,character speech,explicit,explicit speaker label,They pried it open and took what was inside for themselves.,DOCKWORKER_NAME_KEY: They pried it open and took what was inside for themselves.
143,23225168761524235,Dockworker,DOCKWORKER_NAME_KEY,character speech,explicit,explicit speaker label,"As changeable as the weather, hah! Most days it's pretty quiet. The pay's not too great, but the work's straightforward - that suits me to a tee.","DOCKWORKER_NAME_KEY: As changeable as the weather, hah! Most days it's pretty quiet. The pay's not too great, but the work's straightforward - that suits me to a tee."
144,23225168761524236,Dockworker,DOCKWORKER_NAME_KEY,character speech,explicit,explicit speaker label,"It's good to get that fresh sea breeze without actually being on the water. No offense, but you wouldn't get me out on those seas every day.","DOCKWORKER_NAME_KEY: It's good to get that fresh sea breeze without actually being on the water. No offense, but you wouldn't get me out on those seas every day."
145,23331031994257408,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,What can I do for you?,MAYOR_NAME_KEY: What can I do for you?
146,23331032040394752,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,"Now, what else can I do for you?","MAYOR_NAME_KEY: Now, what else can I do for you?"
147,23331032040394753,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Do you know of any shipwrecks around here?,Do you know of any shipwrecks around here?
148,23331032040394754,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What do you know about any strange occurrences?,What do you know about any strange occurrences?
149,23331032040394755,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What happened to the last fisherman?,What happened to the last fisherman?
150,23331032040394756,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I should get back to fishing.,I should get back to fishing.
151,23331032040394768,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,"Hmm? The last fisherman? Oh, he was very unreliable. He'd go out at night, come back with no fish and proceed to sleep all day.","MAYOR_NAME_KEY: Hmm? The last fisherman? Oh, he was very unreliable. He'd go out at night, come back with no fish and proceed to sleep all day."
152,23331032040394769,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,"He was also a terrible captain. I mean, really terrible. Constantly running aground on the reef - even in broad daylight! The Shipwright almost ran out of wood for repairs.","MAYOR_NAME_KEY: He was also a terrible captain. I mean, really terrible. Constantly running aground on the reef - even in broad daylight! The Shipwright almost ran out of wood for repairs."
153,23331032040394770,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,"No, he was no good. One evening he left and never came back. So long! He shan't be missed by us.","MAYOR_NAME_KEY: No, he was no good. One evening he left and never came back. So long! He shan't be missed by us."
154,23520128631115776,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I'd like to pay off some of my debt.,I'd like to pay off some of my debt.
155,23520128652087296,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,Of course! How much would you like to repay?,MAYOR_NAME_KEY: Of course! How much would you like to repay?
156,23520128652087298,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,$10.00,$10.00
157,23520128652087299,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Never mind.,Never mind.
158,23541337968152576,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,All of it.,All of it.
159,23541337972346880,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,Fantastic!,MAYOR_NAME_KEY: Fantastic!
160,23541337972346881,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,$25.00,$25.00
161,23541337972346882,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,Excellent!,MAYOR_NAME_KEY: Excellent!
162,23541337972346883,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,Excellent!,MAYOR_NAME_KEY: Excellent!
163,29671733545996288,Collector,COLLECTOR_NAME_KEY,character speech,explicit,explicit speaker label,Do not bother me with common clutter. I hear that the [C0]Trader[/C0] in [C0]Little Marrow[/C0] deals with such trivialities.,COLLECTOR_NAME_KEY: Do not bother me with common clutter. I hear that the [C0]Trader[/C0] in [C0]Little Marrow[/C0] deals with such trivialities.
164,36290924545904640,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,"Look here, I found this down by the docks - I'm sure someone like you could make something out of it. Why don't you take it?","MAYOR_NAME_KEY: Look here, I found this down by the docks - I'm sure someone like you could make something out of it. Why don't you take it?"
